seniorcitizen,tenure,monthlycharges,gender_male,partner_yes,dependents_yes,phoneservice_yes,multiplelines_yes,internetservice_fiber_optic,internetservice_no,onlinesecurity_yes,onlinebackup_yes,deviceprotection_yes,techsupport_yes,streamingtv_yes,streamingmovies_yes,contract_one_year,contract_two_year,paperlessbilling_yes,paymentmethod_credit_card_(automatic),paymentmethod_electronic_check,paymentmethod_mailed_check,paymentmethod_credit_card
0,0.9953316158532686,1.0780180321153716,1,1,1,1,0,1,0,0,1,1,0,1,1,1,0,1,1.0,0,0,
0,-0.059698332132474476,0.3488659840002328,1,1,0,1,0,0,0,1,1,1,1,0,1,1,0,1,1.0,0,0,
0,1.6040027396911973,1.703005501928348,0,0,0,1,1,1,0,1,1,1,1,1,1,0,1,1,0.0,0,0,
0,0.7518631663180971,-1.506255553381141,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0.0,0,1,
0,-0.8306817556605175,-0.17030350150578458,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0.0,1,0,
0,-1.0335721302731604,0.2860365558179757,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0.0,1,0,
0,0.7518631663180971,-1.5012953353667524,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1.0,0,0,
0,0.7112850913955685,0.3554796080194178,0,1,0,1,1,0,0,0,0,1,0,1,1,1,0,0,0.0,0,0,
0,1.52284658984614,0.649785876873147,1,1,0,1,0,1,0,1,1,0,1,0,0,0,1,0,0.0,0,0,
0,-1.277040579808332,-0.6597116789254696,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1,0,
0,-0.9524159804281033,0.13557660938151858,1,1,0,1,1,0,0,0,1,1,0,0,1,0,0,1,1.0,0,0,
0,1.6040027396911973,1.6732441938420157,0,1,0,1,1,1,0,1,1,1,1,1,1,0,1,1,1.0,0,0,
1,-0.5060571562802889,0.28768996182277234,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0.0,1,0,
0,-0.9118379055055746,-0.13227516339547102,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0.0,0,1,
1,-0.6277913810478746,-1.4649204032612353,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0.0,0,1,
0,-1.1958844299632747,-1.4864146813235863,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0,1,
0,-1.1958844299632747,-0.04464464514127071,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0.0,1,0,
1,0.7518631663180971,1.0862850621393527,1,0,0,1,1,1,0,0,0,1,0,1,1,0,0,1,0.0,1,0,
0,1.6040027396911973,0.6778937789546833,1,1,0,1,1,0,0,0,1,1,1,1,1,0,1,1,1.0,0,0,
0,-0.34374485659017456,-0.9655917898127727,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0.0,0,1,
0,0.5083947167829257,-0.46460977035951406,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0.0,0,0,
0,0.3866604920153399,-0.34556453801418524,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0.0,0,1,
0,-1.277040579808332,-0.2876953278463171,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0.0,1,0,
0,1.0764877656983258,0.38028069809136134,0,1,1,1,1,0,0,1,0,1,1,1,0,0,1,1,0.0,0,1,
0,1.1982219904659115,1.3012278427628632,0,1,0,1,0,1,0,1,0,1,1,1,1,1,0,1,0.0,1,0,
0,-0.9929940553506318,-0.7109672650741528,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0.0,0,1,
1,1.5634246647686687,-0.4183144022252196,1,1,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0.0,0,0,
0,0.67070701647304,1.463261631232894,1,0,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1.0,0,0,
0,-0.8306817556605175,-1.051568902062177,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1.0,0,0,
0,-1.277040579808332,-1.3541422009398876,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0.0,0,1,
0,-0.38432293151270314,-0.23809314770243006,0,1,1,1,0,0,0,1,1,0,1,0,0,1,0,1,0.0,0,1,
0,-1.277040579808332,-1.314460456824778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,
0,-0.9929940553506318,-0.8746544595489799,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0.0,1,0,
1,1.6040027396911973,0.6448256588587586,1,1,0,1,1,0,0,1,1,1,0,1,1,0,1,0,1.0,0,0,
0,0.5489727917054542,-1.0333814360094182,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1.0,0,0,
0,1.6040027396911973,1.6567101337940533,0,0,0,1,1,1,0,1,1,1,1,1,1,0,1,0,1.0,0,0,
0,1.6040027396911973,1.7410338400386611,0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0.0,0,0,
1,-1.2364625048858033,0.17856516550622056,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0.0,1,0,
0,-1.2364625048858033,0.3240648939282893,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0.0,1,0,
0,-1.277040579808332,-1.4798010573044011,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0,0,
1,-0.7089475308929317,0.3124910518947158,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0.0,1,0,
0,-0.14085448197753164,0.9821204838371904,1,1,1,1,0,1,0,1,0,0,0,1,1,0,0,0,1.0,0,0,
0,1.1982219904659115,-0.5373596345705483,0,1,1,0,0,0,0,1,1,0,1,1,0,0,1,0,0.0,0,0,
0,-1.1147282801182177,-1.3442217649111103,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,
1,-1.2364625048858033,-1.512869177400326,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.0,1,0,
1,1.3199562152334972,1.3524834289115462,0,1,0,1,0,1,0,0,1,1,1,1,1,0,1,1,1.0,0,0,
0,-1.155306355040746,-1.5012953353667524,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1.0,0,0,
0,-1.1958844299632747,-1.491374899337975,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0,1,
0,0.26492626724775414,-0.4728768003834952,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1.0,0,0,
0,-0.790103680737989,-0.47618361239308776,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0.0,0,1,
0,-1.1958844299632747,-0.29100213985590956,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0.0,0,1,
0,1.3605342901560258,1.2400518205854028,0,1,1,1,1,1,0,0,1,1,0,1,1,1,0,1,1.0,0,0,
0,-1.277040579808332,-1.4798010573044011,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0,1,
0,1.1170658406208545,-0.17030350150578458,1,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0.0,0,1,
0,0.5895508666279828,1.137540648288036,1,1,1,1,1,1,0,0,1,0,0,1,1,0,0,1,0.0,1,0,
1,-1.1958844299632747,0.17691175950142443,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0.0,1,0,
1,-0.10027640705500306,-0.48114383040747644,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0.0,0,0,
1,-0.5872133061253461,0.661359718906721,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0.0,1,0,
1,1.5634246647686687,1.3838981430026749,1,0,0,1,1,1,0,0,1,0,1,1,1,0,1,1,0.0,1,0,
1,-0.9524159804281033,-1.491374899337975,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1.0,0,0,
0,1.1170658406208545,-0.8382795274434627,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0.0,0,0,
0,-0.2220106318225888,-1.4665738092660314,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0.0,0,1,
0,-1.2364625048858033,-1.4731874332852164,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0,1,
0,-0.34374485659017456,0.3124910518947158,1,1,0,1,0,0,0,1,0,0,1,1,1,1,0,0,0.0,0,0,
1,-0.790103680737989,0.3091842398851231,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0.0,1,0,
0,0.5083947167829257,0.2943035858419569,1,1,1,1,1,0,0,1,1,0,1,1,0,0,1,0,1.0,0,0,
0,1.6040027396911973,-1.3326479228775365,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0.0,0,0,
0,1.1170658406208545,1.2830403767101046,1,1,1,1,1,1,0,0,1,0,1,1,1,0,0,1,0.0,0,0,
0,-0.6683694559704032,-1.4665738092660314,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1.0,0,0,
0,-1.2364625048858033,-1.187148194455468,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0,0,
0,-1.277040579808332,-0.32241685394703784,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0,1,
0,1.52284658984614,0.6563995008923321,0,1,0,1,1,0,0,0,1,1,1,1,1,0,1,1,0.0,0,0,
1,0.9953316158532686,0.9523591757508579,1,0,0,1,1,1,0,1,0,0,1,0,1,0,1,0,0.0,1,0,
0,0.8330193161631543,1.0846316561345566,1,1,0,1,1,1,0,0,1,0,1,0,1,1,0,0,0.0,0,0,
0,0.8735973910856829,0.023145001055375005,1,1,1,1,1,0,0,1,1,0,1,0,0,0,1,1,1.0,0,0,
0,0.9141754660082114,0.9854272958467827,0,1,0,1,0,1,0,1,0,0,0,1,1,1,0,1,0.0,1,0,
0,1.2793781403109687,0.7142687110602003,1,0,0,1,1,0,0,0,1,1,1,1,1,0,1,0,1.0,0,0,
1,-0.2220106318225888,0.6249847868012036,0,1,0,1,1,0,0,0,1,1,1,1,1,0,0,0,0.0,1,0,
0,0.183770117402697,-0.32737707196142674,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0.0,0,1,
0,1.0359096907757972,-1.4764942452948089,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1.0,0,0,
1,-1.0335721302731604,-2.683011772356742e-06,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0.0,1,0,
0,0.7518631663180971,0.3786272920865652,1,1,1,1,0,0,0,1,0,0,1,1,1,1,0,1,0.0,0,0,
0,1.4822685149236117,0.47121802835515414,1,1,1,1,1,1,0,0,0,1,0,0,0,0,1,1,1.0,0,0,
0,0.8735973910856829,-1.469880621275624,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0.0,0,1,
0,0.6301289415505114,-1.4864146813235863,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0.0,0,1,
0,-0.9524159804281033,0.3521727960098251,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0.0,1,0,
0,-0.7089475308929317,0.9606262057748391,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,1,1.0,0,0,
0,1.6040027396911973,1.4797956912808565,0,1,1,1,1,1,0,1,1,1,0,1,1,0,1,0,1.0,0,0,
1,-1.277040579808332,0.15541748143907366,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0.0,1,0,
0,-1.277040579808332,-1.47153402728042,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0,1,
0,1.441690440001083,-1.3128070508199818,1,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0.0,0,0,
1,0.14319204248016842,0.3290251119426782,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0.0,0,0,
0,-0.2220106318225888,-0.29100213985590956,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0.0,0,1,
1,-1.2364625048858033,-1.3392615468967215,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,1,
0,0.6301289415505114,1.0614839720674092,0,1,0,1,0,1,0,0,1,1,0,1,1,1,0,1,0.0,1,0,
0,-0.9524159804281033,0.16864472947744327,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0,1,
0,0.6301289415505114,0.33729214196665935,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0.0,1,0,
1,-0.790103680737989,0.8448877854391028,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0.0,1,0,
1,-1.2364625048858033,-0.6944332050261903,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,
0,-1.2364625048858033,-1.527749831443492,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0,0,
0,-0.5872133061253461,-1.3177672688343705,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0.0,0,1,
0,0.14319204248016842,0.47121802835515414,1,0,0,1,0,0,0,1,0,1,1,1,1,0,0,1,1.0,0,0,
0,0.8330193161631543,0.3025706158659381,0,1,0,1,1,0,0,1,1,1,0,0,1,1,0,0,0.0,0,0,
0,-1.277040579808332,-0.5092517324890125,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0,0,
0,-0.26258870674511736,0.6216779747916114,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0.0,1,0,
0,-0.2220106318225888,-1.4764942452948089,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0.0,0,1,
0,-0.5466352312028174,-0.529092604546567,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0.0,0,0,
0,0.8330193161631543,1.1127395582160924,0,0,0,1,1,1,0,1,1,1,0,1,0,1,0,0,0.0,0,1,
1,1.3605342901560258,1.696391877909163,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0.0,1,0,
0,-0.14085448197753164,-1.1358926083067846,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.0,1,0,
0,-0.8306817556605175,-1.4731874332852164,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0,1,
1,1.5634246647686687,-0.6150697167959712,1,1,0,0,0,0,0,1,1,1,1,0,0,0,1,0,1.0,0,0,
0,1.3605342901560258,-1.4682272152708278,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0.0,0,1,
1,-0.8712598305830461,0.17360494749183214,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0.0,1,0,
0,-0.30316678166764593,-0.9887394738799201,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0.0,0,0,
0,-1.277040579808332,-0.49767789045543875,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0,1,
1,-1.277040579808332,-0.5092517324890125,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0.0,1,0,
0,-1.277040579808332,0.15707088744386982,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,
0,0.8330193161631543,1.1425008663024248,0,0,0,1,0,1,0,1,1,1,1,0,1,0,1,0,0.0,0,1,
0,1.4011123650785544,1.4864093153000415,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,0,1.0,0,0,
0,0.9953316158532686,0.7258425530937742,1,0,0,1,1,1,0,0,0,0,0,1,0,1,0,1,0.0,1,0,
0,-1.277040579808332,-0.6580582729206734,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,1,
0,0.06203589263511127,0.08928124124722434,0,0,1,1,0,0,0,1,0,1,1,1,0,0,1,0,1.0,0,0,
0,-1.0335721302731604,0.7225357410841814,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0.0,1,0,
0,-0.8306817556605175,0.667973342925906,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,1.0,0,0,
0,-0.9524159804281033,0.3389455479714555,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1.0,0,0,
0,-0.2220106318225888,0.9788136718275976,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,1,0.0,0,1,
0,-0.9929940553506318,0.03637224909374459,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0.0,0,0,
0,0.183770117402697,0.7886719812760308,0,1,1,1,1,1,0,0,1,0,0,1,0,0,0,1,0.0,1,0,
0,-1.0335721302731604,0.4497237502928029,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0.0,0,0,
0,-0.8306817556605175,0.7142687110602003,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0.0,1,0,
0,0.34608241709281135,-1.4946817113475674,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0.0,0,1,
0,-0.8712598305830461,-0.8118250313667231,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,1.0,0,0,
0,-0.9524159804281033,1.2615460986477534,1,1,1,1,0,1,0,0,0,1,1,1,1,0,0,0,0.0,1,0,
0,0.9141754660082114,0.03637224909374459,0,1,0,1,1,0,0,1,1,0,1,0,0,1,0,1,1.0,0,0,
0,1.3199562152334972,-1.4897214933331788,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0.0,0,1,
0,0.34608241709281135,-1.3260342988583516,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0.0,0,1,
0,0.5895508666279828,1.5178240293911696,1,1,0,1,1,1,0,1,0,1,1,1,1,1,0,1,1.0,0,0,
0,-0.8306817556605175,0.3240648939282893,1,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0.0,0,0,
1,1.5634246647686687,0.8944899655829898,1,1,0,1,1,1,0,1,1,1,1,0,0,1,0,1,0.0,1,0,
0,0.3866604920153399,0.2959569918467535,0,0,0,1,0,0,0,1,1,1,1,0,1,1,0,0,1.0,0,0,
0,1.6040027396911973,0.6663199369211094,0,1,0,1,0,0,0,1,1,1,1,1,1,0,1,0,0.0,0,1,
0,0.8735973910856829,-0.6200299348103598,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0.0,0,0,
1,-0.8712598305830461,-0.1554228474626184,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0.0,0,0,
0,-0.10027640705500306,-1.506255553381141,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1.0,0,0,
0,0.9141754660082114,-0.02480377308371586,1,0,0,1,0,0,0,0,1,0,1,0,1,1,0,1,0.0,1,0,
0,-1.074150205195689,-1.4864146813235863,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0,1,
0,-1.0335721302731604,-0.37367244009572126,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0.0,1,0,
0,0.2243481923252256,-1.4764942452948089,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0.0,0,1,
0,1.0359096907757972,1.511210405371985,0,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1.0,0,0,
0,1.5634246647686687,0.6067973207484451,0,1,0,1,1,0,0,0,1,1,1,1,1,0,1,1,1.0,0,0,
0,-1.277040579808332,0.6514392828779437,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0.0,0,1,
0,1.0359096907757972,0.06117333916568809,0,1,1,1,1,0,0,0,1,0,0,1,0,0,0,1,0.0,0,0,
0,-1.074150205195689,0.9771602658228015,1,0,1,1,0,1,0,0,0,1,0,1,1,0,0,0,0.0,0,1,
0,0.3866604920153399,0.9755068598180053,0,1,1,1,1,1,0,1,1,0,0,1,0,1,0,1,1.0,0,0,
1,0.30550434217028277,0.8796093115398236,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0.0,1,0,
0,-1.277040579808332,-1.5227896134291035,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0,1,
0,-0.5466352312028174,-1.3095002388103891,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,0,0,
1,1.5634246647686687,0.8233935073767515,0,0,0,1,1,0,0,1,1,1,1,1,1,0,1,0,0.0,0,1,
0,-0.34374485659017456,0.6563995008923321,1,1,1,1,1,0,0,1,0,1,1,1,1,1,0,1,0.0,0,1,
0,-1.277040579808332,-0.16038306547700704,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0.0,0,1,
0,-1.1958844299632747,-0.6448310248823034,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,
1,1.3605342901560258,1.355790240921139,0,1,0,1,1,1,0,0,0,1,1,1,1,1,0,1,1.0,0,0,
0,0.34608241709281135,-1.4864146813235863,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0.0,0,1,
0,-0.38432293151270314,1.1540747083359983,1,1,1,1,0,1,0,1,0,0,1,1,1,0,0,1,0.0,1,0,
0,1.4011123650785544,-0.35548497404296253,1,1,1,1,0,0,0,1,1,0,0,0,0,0,1,1,0.0,0,0,
0,-0.6683694559704032,0.2744627137844023,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0.0,0,0,
1,1.6040027396911973,-2.683011772356742e-06,1,1,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1.0,0,0,
0,-0.9118379055055746,-0.9490577297648104,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.0,1,0,
0,-0.5466352312028174,-1.4798010573044011,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0.0,0,1,
0,-1.1958844299632747,-0.9970065039039012,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1.0,0,0,
0,1.4822685149236117,0.6448256588587586,0,1,1,1,1,1,0,1,0,1,0,0,0,1,0,0,0.0,0,0,
1,-0.26258870674511736,-0.1405421934194522,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0.0,0,1,
0,-0.4249010064352317,0.6067973207484451,0,1,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0.0,1,0,
0,0.67070701647304,1.2813869707053085,1,0,0,1,1,1,0,0,1,1,0,1,1,0,0,1,0.0,0,0,
0,-0.9118379055055746,-1.4682272152708278,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0,1,
0,-0.7495256058154603,0.8581150334774729,0,1,1,1,1,1,0,0,1,0,0,0,1,0,0,1,0.0,0,0,
0,-0.6277913810478746,-1.327687704863148,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0.0,0,1,
0,1.1170658406208545,-1.469880621275624,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0.0,0,0,
0,-1.155306355040746,-0.6514446489014885,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,
1,-1.1958844299632747,0.3670534500529913,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0.0,1,0,
0,-1.277040579808332,0.3290251119426782,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0.0,1,0,
0,1.3605342901560258,1.3243755268300106,1,1,0,1,1,1,0,0,1,1,0,1,1,0,0,1,1.0,0,0,
0,0.4272385669378685,0.3389455479714555,0,1,1,1,0,0,0,1,0,1,0,1,1,0,1,0,0.0,0,0,
0,1.6040027396911973,1.701352095923552,0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1.0,0,0,
1,0.7924412412406258,-0.1686500955009882,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0.0,0,0,
0,1.4822685149236117,1.3144550908012331,1,0,0,1,1,1,0,0,1,0,1,1,1,1,0,1,0.0,0,0,
1,-0.6683694559704032,0.22651393964531144,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0.0,0,0,
0,1.0359096907757972,-0.4943710784458462,1,1,1,0,0,0,0,1,1,1,0,1,0,1,0,0,0.0,0,1,
0,0.34608241709281135,-1.4864146813235863,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0.0,0,1,
0,-0.5872133061253461,0.16037769945346209,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0.0,1,0,
0,0.6301289415505114,0.4860986823983203,0,1,1,1,1,0,0,0,1,0,1,1,1,0,1,0,0.0,1,0,
0,-0.7495256058154603,-0.18187734353935803,0,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0.0,0,0,
0,1.441690440001083,1.1441542723072209,1,1,1,1,0,1,0,1,0,0,1,1,1,0,1,1,0.0,1,0,
0,-1.0335721302731604,0.5340474565374107,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0.0,1,0,
0,1.1982219904659115,1.3409095868779728,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,1,0.0,1,0,
0,-0.6683694559704032,-1.5095623653907335,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0.0,0,0,
0,1.3605342901560258,-1.3111536448151857,1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,1,1.0,0,0,
0,1.6040027396911973,-1.463266997256439,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0.0,0,1,
0,1.4011123650785544,1.3772845189834897,0,0,1,1,1,1,0,0,1,0,1,1,1,1,0,1,0.0,0,0,
0,-0.019120257209945892,-1.150773262349951,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.0,0,1,
0,-0.9524159804281033,-1.350835388930295,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0,0,
1,-1.155306355040746,0.505939554455875,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0.0,1,0,
0,-1.0335721302731604,-1.5046021473763447,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0.0,0,1,
0,-1.074150205195689,0.6745869669450906,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0.0,1,0,
1,1.2793781403109687,0.5075929604606711,1,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1.0,0,0,
0,1.0359096907757972,0.9722000478084126,1,1,1,1,1,1,0,0,0,1,1,0,1,0,1,0,0.0,0,0,
0,-1.155306355040746,-0.21329205763048656,0,1,1,1,1,0,0,0,1,0,1,0,0,0,0,1,0.0,0,1,
0,0.8330193161631543,-1.478147651299605,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0.0,0,1,
0,1.52284658984614,0.47287143435995027,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,1,0.0,0,0,
0,1.4011123650785544,1.294614218743678,1,1,0,1,1,1,0,0,1,1,0,1,1,1,0,0,0.0,1,0,
0,-0.7089475308929317,-1.4748408392900125,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1.0,0,0,
0,1.52284658984614,-0.45964955234512545,1,1,0,0,0,0,0,0,1,1,1,0,1,1,0,1,0.0,0,0,
0,-1.0335721302731604,-1.4847612753187902,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0.0,0,1,
0,0.46781664186039706,-0.35217816203337027,1,1,1,0,0,0,0,0,0,1,1,1,1,1,0,1,0.0,1,0,
0,-1.0335721302731604,-0.07109914121801059,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0.0,0,0,
0,-1.155306355040746,1.1656485503695722,1,1,0,1,1,1,0,0,1,0,0,1,1,0,0,1,0.0,1,0,
0,0.95475354093074,-1.4467329372084765,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0.0,0,1,
0,0.7112850913955685,1.1391940542928325,1,1,0,1,1,1,0,0,0,0,1,1,1,1,0,0,0.0,1,0,
0,1.2388000653884401,-1.3128070508199818,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0.0,0,1,
0,0.26492626724775414,-0.805211407347538,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0.0,1,0,
0,-0.10027640705500306,0.6745869669450906,0,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0.0,0,0,
1,-0.8712598305830461,0.3389455479714555,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1.0,0,0,
